NameCorp,Chapter,SICDivision,SICIndustryGroup,SICMajGroup,SICPrimary,Voluntary,YearFiled,Date10k1Before,Sales1Before,EbitBefore,EbitCurrDollars,EbitdaBefore,Assets1Before,Liab1Before
RAAM Global Energy Company,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2015,2014-12-31,143.136,-62.642,-78.1706778311288,96.422,391.626,429.385
Radice Corp.,11,"H: Finance, Insurance, And Real Estate",655,65 Real Estate,6552,voluntary,1988,1987-06-30,43.866,-13.206,-33.7888032931034,-11.045,288.918,17.675
Radnor Holdings Corporation,11,D: Manufacturing,308,30 Rubber and Miscellaneous Plastics Products,3086,voluntary,2006,2005-12-30,464.644,-42.598,-62.0056822265817,-20.298,361.454,435.0
RAIT Financial Trust,11,"H: Finance, Insurance, And Real Estate",679,67 Holding And Other Investment Offices,6798,voluntary,2019,2018-12-31,49.261,-89.296,-103.301338925311,-79.631,733.764,665.258
RCN Corporation,11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4813,voluntary,2004,2003-12-31,484.854,-199.516,-313.145162622951,-2.249,1529.356,1895.931
"RDM Sports Group, Inc.",11,D: Manufacturing,375,37 Transportation Equipment,3751,voluntary,1997,1996-12-31,366.7,-64.123,-118.35518675995,-56.523,293.212,239.972
Read-Rite Corp.,7,D: Manufacturing,367,36 Electronic And Other Electrical Equipment And Components,3679,voluntary,2003,2002-09-29,262.779,-166.741,-269.396998241698,-71.767,263.2,163.0
"Real Industry, Inc.",11,F: Wholesale Trade,506,50 Wholesale Trade-durable Goods,5063,voluntary,2017,2016-12-31,1249.7,5.5,6.61770834600213,54.1,645.5,586.1
"Recycling Industries, Inc.",11,F: Wholesale Trade,509,50 Wholesale Trade-durable Goods,5093,voluntary,1999,1998-09-30,325.119,0.489,0.882271933130699,8.789,304.281,264.0
Redback Networks Inc.,11,I: Services,738,73 Business Services,7389,voluntary,2003,2002-12-31,125.629,-153.733,-247.303486184282,-105.847,660.744,647.0
"Reddy Ice Holdings, Inc.",11,D: Manufacturing,209,20 Food and Kindred Products,2090,voluntary,2012,2011-12-31,328.463,5.572,7.18757365321512,42.139,434.029,530.827
Refco Finance Inc.,11,"H: Finance, Insurance, And Real Estate",620,"62 Security And Commodity Brokers, Dealers, Exchanges, And Services",6200,voluntary,2005,2005-02-28,2479.0,2637.249,3929.35537878012,2667.288,48768.0,48600.0
"Rentech, Inc.",11,D: Manufacturing,287,28 Chemicals and Allied Products,2870,voluntary,2017,2016-12-31,150.744,-41.666,-50.1628393259885,-19.722,312.717,162.599
Republic Airways Holdings Inc.,11,"E: Transportation, Communications, Electric, Gas",451,45 Transportation By Air,4512,voluntary,2016,2015-12-31,1344.0,94.0,117.661846139572,285.1,3613.6,3013.5
Resorts International Inc. (1989),11,I: Services,701,"70 Hotels, Rooming Houses, Camps, and Other Lodging Places",7011,involuntary,1989,1988-12-31,455.971,27.342,64.4561046386021,50.54,1034.578,1002.33
Resorts International Inc. (1994),11,I: Services,799,79 Amusement And Recreation Services,7990,voluntary,1994,1993-12-31,439.564,12.898,26.006030611413,40.822,575.785,689.529
Revere Copper & Brass Inc.,11,D: Manufacturing,335,33 Primary Metal Industries,3351,voluntary,1982,1981-12-31,820.9,19.675,59.4651830448065,32.984,473.756,285.039
"Revlon, Inc. (Revlon Consumer Products Corporation)",11,D: Manufacturing,284,28 Chemicals and Allied Products,2844,voluntary,2022,2021-12-31,2078.7,143.6,143.835528211913,269.3,2432.5,4446.6
Rex Energy Corporation,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2018,2017-12-31,205.266,-25.035,-29.5336538109926,45.476,942.137,995.699
Rexene Corp.,11,D: Manufacturing,282,28 Chemicals and Allied Products,2821,voluntary,1991,1990-12-31,502.186,81.1,175.183673216885,100.186,461.2,517.0
"RHI Entertainment, Inc.",11,I: Services,781,78 Motion Pictures,7812,voluntary,2010,2009-12-31,77.772,-34.117,-46.198875115773,-32.761,587.852,821.0
"Rhythms NetConnections, Inc.",11,I: Services,737,73 Business Services,7370,voluntary,2001,2000-12-31,46.138,-504.362,-843.341569092958,-460.971,1056.2,972.0
Rosehill Resources Inc.,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2020,2019-12-31,302.283,52.164,59.7532186599048,202.478,872.512,496.37
Roses Stores Inc.,11,G: Retail Trade,533,53 General Merchandise Stores,5331,voluntary,1993,1993-01-30,1404.302,-55.444,-113.408772350103,-41.783,337.759,255.65
"Rouge Industries, Inc.",11,D: Manufacturing,331,33 Primary Metal Industries,3312,voluntary,2003,2002-12-31,1127.0,-77.035,-123.587875108108,-52.252,652.4,573.0
"RTW Retailwinds, Inc.",11,G: Retail Trade,562,56 Apparel And Accessory Stores,5621,voluntary,2020,2020-02-01,826.99,-61.556,-70.5116388281018,-41.443,411.984,396.027
Sabine Oil & Gas Corporation,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2015,2014-12-31,464.723,-98.096,-121.99501584721,92.378,2438.35,2502.142
Safety Kleen Corp.,11,"E: Transportation, Communications, Electric, Gas",495,"49 Electric, Gas, And Sanitary Services",4955,voluntary,2000,1999-08-31,1685.9,344.783,593.564733474478,480.785,4366.804,3084.552
Salant Corp. (1990),11,D: Manufacturing,232,23 Apparel And Other Finished Products Made From Fabrics And Similar Materi,2326,voluntary,1990,1989-12-30,469.621,23.56,53.8301564280216,36.214,332.942,316.394
Salant Corp. (1998),11,D: Manufacturing,232,23 Apparel And Other Finished Products Made From Fabrics And Similar Materi,2320,voluntary,1998,1998-01-03,396.832,2.0,3.62168395363026,10.914,233.4,191.0
"Sambos Restaurants, Inc.",11,G: Retail Trade,581,58 Eating and Drinking Places,5812,voluntary,1981,1981-01-01,489.17,13.2,41.8113169690502,44.185,422.732,368.971
Samson Resources Corporation,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2015,2014-12-31,1177.696,-2117.437,-2641.15215402299,-1633.945,5608.312,5212.979
Sanchez Energy Corporation,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2019,2018-12-31,1056.914,292.941,338.886372582418,563.208,2819.96,2811.655
"SandRidge Energy, Inc.",11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2016,2015-12-31,768.709,-4653.839,-5749.70321519467,-4282.067,2991.155,4178.888
"School Specialty, Inc.",11,F: Wholesale Trade,500,50 Wholesale Trade-durable Goods,5000,voluntary,2013,2012-04-28,731.991,8.047,10.3713976854264,37.697,463.521,395.575
Sears Holdings Corporation,11,G: Retail Trade,531,53 General Merchandise Stores,5311,voluntary,2018,2018-02-03,16702.0,-2006.0,-2354.33015797695,-1674.0,7262.0,10985.0
"Seatrain Lines, Inc.",11,"E: Transportation, Communications, Electric, Gas",442,44 Water Transportation,4424,involuntary,1981,1980-06-30,74.53,17.54,59.2243387940842,46.042,913.414,924.399
Security Bank Corporation,7,"H: Finance, Insurance, And Real Estate",602,60 Depository Institutions,6022,voluntary,2009,2008-12-31,164.583,-103.803,-143.028871824513,-100.037,2846.054,2761.0
Seitel Inc.,11,B: Mining,138,13 Oil And Gas Extraction,1382,involuntary,2003,2002-12-31,149.795,-53.235,-86.0097348666304,77.016,398.136,361.0
"Sequential Brands Group, Inc.",11,D: Manufacturing,230,23 Apparel And Other Finished Products Made From Fabrics And Similar Materi,2300,voluntary,2021,2020-12-31,89.811,34.643,37.5847177144904,56.209,565.909,493.33
Servam Corp.,11,G: Retail Trade,596,59 Miscellaneous Retail,5962,voluntary,1992,1992-03-28,892.485,-9.394,-19.6622779830748,20.05,292.915,549.822
"Service Merchandise Company, Inc.",11,G: Retail Trade,539,53 General Merchandise Stores,5399,involuntary,1999,1999-01-03,3169.525,-11.888,-21.3837741575758,45.184,1626.895,1401.0
"Seven Seas Petroleum, Inc.",11,B: Mining,138,13 Oil And Gas Extraction,1382,involuntary,2002,2001-12-31,17.484,0.162,0.265788358208955,4.848,306.9,199.0
Seventy Seven Energy Inc.,11,B: Mining,138,13 Oil And Gas Extraction,1389,voluntary,2016,2015-12-31,1131.244,-118.488,-145.909778257226,163.233,1902.618,1783.778
"Silicon Graphics, Inc. (2006)",11,D: Manufacturing,357,35 Industrial and Commercial Machinery and Computer Equipment,3571,voluntary,2006,2005-06-24,729.965,-72.384,-106.617141677419,-13.322,452.145,643.0
"Silicon Graphics, Inc. (2009)",11,D: Manufacturing,357,35 Industrial and Commercial Machinery and Computer Equipment,3571,voluntary,2009,2008-06-27,354.143,-123.159,-171.450383316135,-84.091,415.195,472.0
Singer Co. (Bicoastal Corporation),11,D: Manufacturing,381,"38 Measuring, Analyzing and Controlling Instruments; Photographic, Medical",3812,voluntary,1989,1988-12-31,301.9,24.9,58.6993272438443,29.9,445.1,363.7
"Sirva, Inc.",11,"E: Transportation, Communications, Electric, Gas",421,42 Motor Freight Transportation And Warehousing,4213,voluntary,2008,2007-12-31,3969.9,-23.7,-33.2266835144072,5.0,894.4,1149.0
"Six Flags, Inc.",11,I: Services,799,79 Amusement And Recreation Services,7990,voluntary,2009,2008-12-31,1021.298,161.642,222.414745822902,301.251,3030.845,2758.0
"SLI, Inc.",11,D: Manufacturing,364,36 Electronic And Other Electrical Equipment And Components,3640,voluntary,2002,2001-12-30,851.186,2.915,4.77990748618785,39.352,872.9,726.0
"SLM International, Inc.",11,D: Manufacturing,394,39 Miscellaneous Manufacturing Industries,3944,voluntary,1995,1994-12-31,180.806,0.198,0.382340962914769,2.009,192.8,199.0
Smith International Inc.,11,D: Manufacturing,353,35 Industrial and Commercial Machinery and Computer Equipment,3533,voluntary,1986,1985-12-31,697.301,-3.227,-8.80297719669118,50.833,816.539,633.163
Smurfit-Stone Container Corporation,11,D: Manufacturing,263,26 Paper and Allied Products,2631,voluntary,2009,2008-12-31,7042.0,67.0,94.1989531027949,424.0,4539.0,6087.0
"Solutia, Inc.",11,D: Manufacturing,280,28 Chemicals and Allied Products,2800,voluntary,2003,2002-12-31,2430.0,60.0,96.6240911557244,194.0,3342.0,3591.0
"Southcross Energy Partners, L.P.",11,"E: Transportation, Communications, Electric, Gas",492,"49 Electric, Gas, And Sanitary Services",4922,voluntary,2019,2018-12-31,618.133,-18.974,-22.0366673892967,51.918,610.452,614.26
Southern Pacific Funding Corporation,11,"H: Finance, Insurance, And Real Estate",615,61 Non-depository Credit Institutions,6159,voluntary,1998,1997-12-31,189.345,119.631,216.500743335366,122.346,589.3,450.0
Southland Corp.,11,G: Retail Trade,541,54 Food Stores,5411,voluntary,1990,1989-12-31,8274.9,186.962,415.653638307116,487.565,3438.755,4988.69
Southmark Corp.,11,"H: Finance, Insurance, And Real Estate",655,65 Real Estate,6552,voluntary,1989,1989-06-30,817.0,-745.56,-1778.77790450161,-691.838,4989.338,5715.993
Special Metals Corp.,11,D: Manufacturing,331,33 Primary Metal Industries,3310,voluntary,2002,2001-12-31,729.348,21.52,35.7218760626398,55.107,700.6,679.224
"SpectraSite Holdings, Inc.",11,"E: Transportation, Communications, Electric, Gas",489,48 Communications,4899,voluntary,2002,2001-12-31,472.972,-89.718,-146.872770248207,96.506,3201.6,2482.0
SpectraVision Inc.,11,"E: Transportation, Communications, Electric, Gas",489,48 Communications,4899,voluntary,1995,1994-12-31,119.452,-31.386,-61.0837419147541,5.902,242.8,596.0
"Spectrum Brands, Inc.",11,D: Manufacturing,369,36 Electronic And Other Electrical Equipment And Components,3690,voluntary,2009,2008-09-30,2688.0,194.562,272.127322874647,280.38,2247.5,3275.0
"Stage Stores, Inc. (2000)",11,G: Retail Trade,565,56 Apparel And Accessory Stores,5651,voluntary,2000,2000-01-29,1121.567,-23.152,-39.8575646403712,150.479,554.687,630.0
Standard Brands Paint Co.,11,G: Retail Trade,523,"52 Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",5231,voluntary,1992,1992-01-26,253.017,-5.881,-12.5935292712843,-0.008,201.756,188.421
Startec Global Communications Corporation,11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4813,voluntary,2001,2000-12-31,324.547,-50.918,-85.5252385172609,-34.19,254.0,323.0
"Stein Mart, Inc.",11,G: Retail Trade,565,56 Apparel And Accessory Stores,5651,voluntary,2020,2020-02-01,1236.473,-0.913,-1.04254288275533,27.249,765.514,733.576
"Sterling Chemicals Holdings, Inc.",11,I: Services,737,73 Business Services,7377,voluntary,2001,2000-09-30,1078.351,101.564,169.824735256338,160.567,701.2,1221.487
"Stockwalk Group, Inc.",11,"H: Finance, Insurance, And Real Estate",621,"62 Security And Commodity Brokers, Dealers, Exchanges, And Services",6211,voluntary,2002,2001-03-31,137.382,-29.359,-49.0082290382452,-23.867,984.4,903.0
"Stone & Webster, Inc.",11,I: Services,871,"87 Engineering, Accounting, Research, Management, and Related Services",8711,voluntary,2000,1999-12-31,1167.848,-142.524,-245.363663735499,-120.386,933.296,609.0
Stone Energy Corporation,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2016,2015-12-31,544.649,-1356.323,-1667.35394409606,-1048.647,1410.169,1449.958
Storage Technology Corp.,11,D: Manufacturing,357,35 Industrial and Commercial Machinery and Computer Equipment,3572,voluntary,1984,1983-12-30,886.626,-12.297,-34.6601396866097,77.418,1265.884,762.815
Sudbury Inc.,11,"H: Finance, Insurance, And Real Estate",671,67 Holding And Other Investment Offices,6719,voluntary,1992,1991-05-31,381.55,-15.414,-33.1269294569153,-2.221,237.071,237.494
"Sun HealthCare Group, Inc.",11,I: Services,805,80 Health Services,8051,voluntary,1999,1998-12-31,3088.46,125.743,221.879578900119,228.258,2468.038,2081.762
"Sun Television and Appliances, Inc.",11,G: Retail Trade,573,"57 Home Furniture, Furnishings, and Equipment Stores",5731,voluntary,1998,1998-02-28,508.065,-26.331,-47.7687152017115,-16.234,222.4,147.0
Sundance Energy Inc.,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2021,2020-12-31,91.812,-386.945,-433.575263858319,-306.96,415.939,432.685
Sunterra Corp.,11,I: Services,700,"70 Hotels, Rooming Houses, Camps, and Other Lodging Places",7000,voluntary,2000,1999-12-31,506.968,97.626,168.951043276968,109.626,1058.41,828.0
"Sun-Times Media Group, Inc.",11,D: Manufacturing,271,"27 Printing, Publishing, And Allied Industries",2711,voluntary,2009,2008-12-31,323.85,-68.462,-95.5304006299953,-41.797,309.739,808.0
"Superior Energy Services, Inc.",11,B: Mining,138,13 Oil And Gas Extraction,1389,voluntary,2020,2019-12-31,1425.369,41.763,47.5868344287722,230.395,1993.23,1943.657
"Superior Telecom, Inc.",11,D: Manufacturing,335,33 Primary Metal Industries,3357,voluntary,2003,2002-12-31,1439.958,27.313,44.0087755754615,69.813,570.605,1317.0
"SuperMedia, Inc. (2013)",11,I: Services,731,73 Business Services,7310,voluntary,2013,2012-12-31,1354.0,445.0,567.396841558084,602.0,1410.0,1871.0
Swift Energy Company,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2015,2014-12-31,549.456,-361.929,-454.156818150301,-88.627,2173.347,1378.969
Syms Corp.,11,G: Retail Trade,565,56 Apparel And Accessory Stores,5651,voluntary,2011,2011-02-26,445.133,-40.653,-53.3337242673386,-26.072,270.774,109.795
"System Software Associates, Inc.",11,I: Services,737,73 Business Services,7372,voluntary,2000,1999-10-31,315.7,-31.4,-54.3406752186589,-20.8,230.0,294.5
Tacoma Boatbuilding Co. (1985),11,D: Manufacturing,373,37 Transportation Equipment,3731,voluntary,1985,1984-12-31,102.304,-22.763,-62.3821801569714,-19.474,204.4,225.0
"Tailored Brands, Inc.",11,G: Retail Trade,560,56 Apparel And Accessory Stores,5600,voluntary,2020,2020-02-01,2881.261,142.388,162.591014227564,249.562,2418.959,2517.265
Tamalpais Bancorp,7,"H: Finance, Insurance, And Real Estate",602,60 Depository Institutions,6022,voluntary,2010,2009-12-31,42.146,-35.34,-48.0170939255353,-34.58,629.729317,629.967895
Technical Equities Corp.,11,D: Manufacturing,349,"34 Fabricated Metal Products, Except Machinery and Transportation Equipment",3499,voluntary,1986,1985-03-31,136.4,-3.49,-9.47686669716377,-0.803,201.249,133.313
Telesphere Communications Inc.,11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4813,involuntary,1991,1990-12-31,293.33,-2.031,-4.41284558565154,11.032,226.283,237.506
Teligent Inc,11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4812,voluntary,2001,2000-12-31,152.072,-597.774,-998.410410118177,-479.574,1209.476,1649.0
"Telscape International, Inc.",11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4813,voluntary,2001,2000-12-31,60.879,-59.114,-99.1795243527417,-34.144,376.4,204.0
Temecula Valley Bancorp Inc.,7,"H: Finance, Insurance, And Real Estate",602,60 Depository Institutions,6021,voluntary,2009,2008-12-31,94.663,-60.959,-83.6838497826087,-59.06,1513.442,1467.0
TerreStar Corporation (TerreStar Networks Inc. only) (2010),11,"E: Transportation, Communications, Electric, Gas",489,48 Communications,4899,voluntary,2010,2009-12-31,2.384,-158.885,-215.611429443421,-134.857,1375.662,1068.0
Texaco Inc.,11,D: Manufacturing,299,29 Petroleum Refining And Related Industries,2992,voluntary,1987,1986-12-31,32591.0,1882.0,4956.2728837622,4614.0,34940.0,20723.0
TGX Corp.,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,1990,1989-12-31,140.258,-2.025,-4.6954212890625,7.015,232.019,133.391
Thermadyne Holdings Corp. (1993),11,D: Manufacturing,354,35 Industrial and Commercial Machinery and Computer Equipment,3540,voluntary,1993,1992-12-31,440.97,48.67,99.0748284636488,84.75,526.218,964.087
Thermadyne Holdings Corp. (2001),11,D: Manufacturing,354,35 Industrial and Commercial Machinery and Computer Equipment,3541,voluntary,2001,2000-12-31,510.1,52.084,87.1385284554679,94.302,317.9,906.0
"Thorn Apple Valley, Inc.",11,D: Manufacturing,201,20 Food and Kindred Products,2011,voluntary,1999,1998-05-29,519.995976,7.08,12.7352894545455,21.01,263.913,227.0
THQ Inc.,11,I: Services,737,73 Business Services,7372,voluntary,2012,2012-03-31,830.841,-124.583,-161.043987835419,246.758,392.794,425.121
Tidewater Inc.,11,"E: Transportation, Communications, Electric, Gas",440,44 Water Transportation,4400,voluntary,2017,2017-03-31,601.611,-88.225,-106.993806822129,79.066,4190.699,2539.64
Tokheim Corp. (2000),11,D: Manufacturing,358,35 Industrial and Commercial Machinery and Computer Equipment,3580,voluntary,2000,1999-11-30,693.932,30.625,52.6007414641204,56.494,690.802,698.193
Tokheim Corporation (2002),11,D: Manufacturing,358,35 Industrial and Commercial Machinery and Computer Equipment,3586,voluntary,2002,2001-11-30,494.003,-14.349,-23.4900173910645,19.674,458.1,464.659
"TOUSA, Inc.",11,C: Construction,152,15 Building Construction General Contractors And Operative Builders,1520,voluntary,2008,2007-12-31,2158.8,92.0,129.347816200853,106.5,1762.0,2237.5
"Tower Automotive, Inc.",11,D: Manufacturing,346,"34 Fabricated Metal Products, Except Machinery and Transportation Equipment",3460,voluntary,2005,2004-12-31,3178.724,99.56,154.062092387904,250.758,2560.774,2681.706
"Town Sports International Holdings, Inc. (TSI, LLC only)",11,I: Services,799,79 Amusement And Recreation Services,7997,voluntary,2020,2019-12-31,466.76,1.25,1.42537363608422,37.991,794.278,882.623
Towner Petroleum Co.,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,1984,1983-12-31,22.4,-16.679,-47.1454967904762,-6.649,193.44,169.262
"Toys R Us, Inc.",11,G: Retail Trade,594,59 Miscellaneous Retail,5945,voluntary,2017,2017-01-28,11540.0,398.0,478.590408355921,715.0,6908.0,8068.0
"Trans World Airlines, Inc. (1992)",11,"E: Transportation, Communications, Electric, Gas",451,45 Transportation By Air,4512,voluntary,1992,1991-12-31,3659.983,-362.087,-778.177663569877,-133.779,2683.0,3481.0
"Trans World Airlines, Inc. (1995)",11,"E: Transportation, Communications, Electric, Gas",451,45 Transportation By Air,4512,voluntary,1995,1994-12-31,3407.702,-104.345,-203.077265344262,78.938,2495.2,2913.0
"Trend-Lines, Inc.",11,G: Retail Trade,596,59 Miscellaneous Retail,5961,voluntary,2000,2000-02-26,270.631,1.185,2.07128648409894,6.481,208.863,176.0
Triangle Petroleum Corp. (Triangle USA Petroleum Corp. only),11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2016,2016-01-31,358.129,-853.283,-1050.75900783759,-731.533,753.148,1017.73
"Trico Marine Services, Inc. (2004)",11,"E: Transportation, Communications, Electric, Gas",440,44 Water Transportation,4400,voluntary,2004,2003-12-31,123.521,-17.353,-27.0642056805045,16.039,585.191,443.16
"Trico Marine Services, Inc. (2010)",11,"E: Transportation, Communications, Electric, Gas",440,44 Water Transportation,4400,voluntary,2010,2009-12-31,642.2,-19.048,-25.895916193338,57.952,1076.259,964.0
"Trism, Inc.",11,"E: Transportation, Communications, Electric, Gas",421,42 Motor Freight Transportation And Warehousing,4213,voluntary,1999,1998-12-31,291.631,7.983,14.1115571828469,27.499,213.952,198.0
"Trump Entertainment Resorts, Inc. (2009)",11,I: Services,701,"70 Hotels, Rooming Houses, Camps, and Other Lodging Places",7011,voluntary,2009,2008-12-31,922.775,35.193,49.2232649434496,91.483,2047.379,2040.0
Trump Hotels & Casino Resorts Inc. (2004),11,I: Services,701,"70 Hotels, Rooming Houses, Camps, and Other Lodging Places",7011,voluntary,2004,2003-12-31,1161.446,142.373,221.234970057592,236.779,2031.433,2026.0
Trump Taj Mahal Funding Inc.,11,I: Services,701,"70 Hotels, Rooming Houses, Camps, and Other Lodging Places",7011,voluntary,1991,1990-12-31,356.698,17.714,38.601043010279,50.309,734.608,734.588
Trumps Castle Funding Inc.,11,"H: Finance, Insurance, And Real Estate",615,61 Non-depository Credit Institutions,6159,voluntary,1992,1991-12-31,247.968,2.139,4.55742127063891,22.62,391.303,454.709
Tuesday Morning Corporation,11,G: Retail Trade,533,53 General Merchandise Stores,5331,voluntary,2020,2019-06-30,1007.246,-10.525,-12.1835472943985,15.602,370.521,199.212
Tultex Corporation,11,D: Manufacturing,225,22 Textile Mill Products,2253,voluntary,1999,1999-01-02,468.703,-14.036,-24.7524818300654,5.582,447.328,301.0
"Tweeter Home Entertainment Group, Inc.",11,G: Retail Trade,573,"57 Home Furniture, Furnishings, and Equipment Stores",5731,voluntary,2007,2006-09-30,775.287,-12.478,-17.7707915834933,13.389,258.573,190.0
TXCO Resources Inc.,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2009,2008-12-31,143.736,19.574,27.1599087330528,85.939,486.85,331.0
"U.S. Concrete, Inc.",11,D: Manufacturing,327,"32 Stone, Clay, Glass, And Concrete Products",3272,voluntary,2010,2009-12-31,534.485,-20.418,-27.7970228109849,9.203,389.16,399.0
U.S. Home Corp.,11,C: Construction,153,15 Building Construction General Contractors And Operative Builders,1531,voluntary,1991,1990-12-31,633.178,26.42,57.9983486686391,32.698,620.6,535.37
U.S. Office Products Company,11,G: Retail Trade,596,59 Miscellaneous Retail,5961,voluntary,2001,2000-04-29,2499.393,32.072,54.0231179568672,101.291,1745.666,1460.0
UAL Corporation,11,"E: Transportation, Communications, Electric, Gas",451,45 Transportation By Air,4512,voluntary,2002,2001-12-31,16130.0,-2343.0,-3844.08718076285,-1317.0,25197.0,21989.0
"UCBH Holdings, Inc.",7,"H: Finance, Insurance, And Real Estate",602,60 Depository Institutions,6022,voluntary,2009,2008-12-31,699.815,-85.996,-117.999791086454,-65.67,13503.357,12075.0
"UDC Homes, Inc.",11,C: Construction,152,15 Building Construction General Contractors And Operative Builders,1522,voluntary,1995,1994-09-30,508.8,-8.388,-16.356985781866,-1.655,583.3,471.0
"Ultimate Electronics, Inc.",11,G: Retail Trade,573,"57 Home Furniture, Furnishings, and Equipment Stores",5731,voluntary,2005,2004-01-31,712.855,-25.176,-39.1828068799161,-4.797,336.227,137.0
Ultra Petroleum Corp. (2016),11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2016,2015-12-31,839.111,-2939.608,-3646.50668339596,-2538.408,971.486,3963.423
Ultra Petroleum Corp. (2020),11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2020,2019-12-31,742.032,197.083,228.139672344127,401.31,1815.276,2660.09
Unicapital Corporation,11,"H: Finance, Insurance, And Real Estate",615,61 Non-depository Credit Institutions,6159,voluntary,2000,1999-12-31,862.754,190.971,325.74494187931,313.204,4004.581,3142.0
Unit Corporation,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2020,2019-12-31,674.634,-586.82,-679.292087724362,-311.247,2090.052,1034.417
United Artists Theatre Company,11,I: Services,783,78 Motion Pictures,7830,voluntary,2000,1999-12-30,631.4,3.9,6.66383592400691,54.7,534.3,922.6
United Merchants & Manufacturers Inc.,11,D: Manufacturing,222,22 Textile Mill Products,2221,voluntary,1990,1990-06-30,350.272,-26.436,-58.6406987443946,-18.607,224.489,317.708
UNR Industries Inc.,11,D: Manufacturing,331,33 Primary Metal Industries,3317,voluntary,1982,1981-12-31,291.768049,3.048,9.27833083076923,9.522,232.625732,165.472283
"US Airways Group, Inc. (2002)",11,"E: Transportation, Communications, Electric, Gas",451,45 Transportation By Air,4512,voluntary,2002,2001-12-31,8288.0,-1045.0,-1716.3965965689,-653.0,8025.0,10640.0
"US Airways Group, Inc. (2004)",11,"E: Transportation, Communications, Electric, Gas",451,45 Transportation By Air,4512,voluntary,2004,2003-12-31,5312.0,-431.0,-673.615097419695,-199.0,8555.0,8383.0
USEC Inc.,11,B: Mining,140,"14 Mining and Quarrying of Nonmetallic Minerals, Except Fuels",1400,voluntary,2014,2013-12-31,1307.5,-325.8,-409.222713326252,-300.2,1705.5,2163.7
USG Corp. (1993),11,D: Manufacturing,327,"32 Stone, Clay, Glass, And Concrete Products",3275,voluntary,1993,1992-12-31,1916.0,99.0,204.616316155989,157.0,1659.0,3530.0
Valaris plc,11,B: Mining,138,13 Oil And Gas Extraction,1381,voluntary,2020,2019-12-31,2053.2,-469.4,-536.001784408929,140.3,16931.2,7621.6
Valley Media Inc.,11,F: Wholesale Trade,509,50 Wholesale Trade-durable Goods,5099,voluntary,2001,2001-03-31,803.738,-28.282,-47.3168700901917,-20.991,381.3,349.0
Value Merchants Inc.,11,G: Retail Trade,594,59 Miscellaneous Retail,5945,voluntary,1993,1993-01-30,363.496,-4.035,-8.21382644032922,4.098,206.546,133.986
"Vanguard Natural Resources, LLC",11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2017,2016-12-31,344.608,-546.123,-665.376321436928,-396.333,1309.288,2208.153
"Vencor, Inc.",11,I: Services,805,80 Health Services,8050,voluntary,1999,1998-12-31,2999.739,44.636,78.9031023942823,162.736,1717.89,1402.902
"Venoco, Inc. (Denver Parent Corp.)",11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2016,2015-12-31,60.72,-459.066,-572.159187349873,-433.317,295.408,1090.136
"Venture Stores, Inc",11,G: Retail Trade,533,53 General Merchandise Stores,5331,voluntary,1998,1997-01-25,1485.759,-16.739,-30.7431001423267,15.773,687.7,506.0
VeraSun Energy Corporation,11,D: Manufacturing,286,28 Chemicals and Allied Products,2860,voluntary,2008,2007-12-31,844.327,53.937,73.9073859141274,73.965,1863.506,1108.0
Verso Corporation,11,D: Manufacturing,262,26 Paper and Allied Products,2621,voluntary,2016,2015-12-31,3122.0,-75.0,-93.9564022691587,234.0,2710.0,3885.0
"Vertis, Inc. (2008)",11,I: Services,731,73 Business Services,7311,voluntary,2008,2007-12-31,1365.154,70.722,95.4094428818182,128.078,528.166,1403.0
Vestron Inc.,11,I: Services,781,78 Motion Pictures,7812,voluntary,1990,1989-12-31,236.192,-100.483,-222.892772428999,81.774,214.722,275.44
